word,frequency
tetraplegic.,1
do.....it's,1
substite,1
"shopper,you",1
"when,",1
yet???,1
suburbia,1
mxm🤬,1
giv,1
"unanswered,",1
google's,1
freaken,1
halfhearted,1
iseless.,1
closes',1
annitembis,1
replacemet,1
already....,1
required?,1
unfresh,1
"required"",",1
*they,1
concern:,1
tealeaves....label,1
sommer,1
originated.,1
eliminated,1
16pm.,1
ameded,1
disgusted!,1
"home""",1
-4:30pm..,1
calling.include,1
behalf..,1
trying?,1
know😐but,1
gosh!,1
rotn,1
re-adding,1
woolies(four!).,1
mindset,1
stays.,1
expĺàñatory,1
communited,1
chickens.,1
registered...when,1
hello??,1
crashing!.,1
c's,1
however.....,1
hawaii,1
stal,1
syncing.,1
spontaneously,1
magnitude.,1
inventer,1
otw,1
listed/available,1
admitted,1
"sturdy,",1
spent!,1
that:,1
noboby,1
9h32,1
10-25,1
salads..,1
checkout....,1
9.5.1,1
service..no,1
(12,1
hitch,1
thusfar,1
checkers😔,1
22),1
terrible!!!!!!!!!!!!,1
olympus.,1
snap!,1
users).,1
sandra,1
horribly.,1
stage...,1
area!!!,1
plan...,1
14:00-15:00...,1
app...cannot,1
"password,been",1
orders;,1
light-years,1
"on,and",1
premises..,1
hitch...,1
"stunning,",1
september:,1
"behalf""",1
deviated,1
14/05/22,1
"""close""",1
notification),1
snack-,1
"money,if",1
sw1,1
up.not,1
"austin,",1
"it,after",1
disappointed.your,1
mayville,1
"vitkoek,",1
brownies,1
2litres,1
tip',1
"wife's,",1
hacks,1
"queues',",1
"slow,it",1
shopping...and,1
have!we,1
(suspsciosly),1
pathway,1
choice!!,1
flexing...,1
items👍🏻,1
built-in,1
works???,1
laters,1
"later""...",1
disabilities,1
"pears,am",1
below..especially,1
"driver"".",1
midway,1
adequate.,1
rit,1
"fruit,out",1
r29.00,1
"""dash""",1
eat...,1
waterfall,1
hilarity.,1
reglects,1
"""meeting""",1
3....its,1
find-in-store.,1
wasting.,1
"scrolled,",1
r101,1
"sushi,",1
placed...offer,1
kenilworth,1
you.its,1
delays....but,1
cruffin,1
checkers150!!!!,1
"chocolates,",1
replacements',1
'pre,1
defrosted/thawed,1
it/consistently,1
message...the,1
uninstalled&re-installed,1
r31.99,1
curry,1
apricots,1
fine...they've,1
cons,1
ridiculous...and,1
store...after,1
pressed.,1
thing...mxm,1
apricots.,1
ours.,1
reseaved,1
"wynberg,",1
mis-information,1
319.90,1
use&takes,1
and.today,1
(04-05-2023,1
2/10.,1
definate,1
"downer,",1
19.9.,1
r149.,1
19.99,1
meat.i.e,1
r44,1
2h30,1
sav,1
tracker.,1
invading,1
"with),",1
"""complete",1
processed',1
use....takes,1
appertly,1
f-ing,1
'forget',1
"wb,",1
response),1
2:15pm,1
"""breakfast",1
monthend,1
-11am,1
liquor/,1
items...overall,1
"bundle""",1
condition...,1
seriously??,1
967,1
muesli,1
bulk?,1
***************,1
efficiency!!!!,1
incorrect!!,1
fronted.,1
purchase...this,1
interfacing,1
"adopted,",1
makro!,1
difficult!,1
omos,1
"autistic,",1
reply/thank,1
date..&,1
jiffy!,1
unreservedly,1
tying,1
inconveniencing,1
kat,1
feature!response,1
too!!!,1
third.,1
app...hoping,1
deliberate,1
site!!!!!!,1
bulk!,1
discrepancies,1
readded,1
revamping,1
"stock!""",1
desserr,1
😏...still,1
"olofberg,",1
"kwv,",1
jik,1
"otp""",1
varify,1
...example,1
samosas.,1
account/login.,1
open😡,1
r69.99,1
stasoft,1
overcooked,1
min👍,1
open...it,1
request!,1
"excuses,",1
3yrs.,1
"hr,",1
hefty,1
eucalyptus,1
top..,1
"60/60,but",1
19:09,1
"been,",1
incosistent,1
"mam,",1
lists',1
caprese,1
playstore..,1
"""wishlist""",1
403,1
peeve,1
stock....?,1
driver...in,1
experience!!!!!!!!,1
penalties,1
suka,1
reused?,1
debited/refunded,1
r180,1
voetsek.,1
abselutely,1
11.41,1
stope,1
"delivery,absolutely",1
worsen.,1
ice-cream,1
smiled,1
retarded.,1
"night,and",1
ambasador,1
bruised/open,1
9.16,1
trash!!!,1
07/04/24,1
team:,1
member's,1
ii.,1
remedies,1
"""hell"".",1
"""hello""",1
mince.,1
29.99,1
dissapeared,1
oits,1
motivate,1
excldie,1
month/s,1
17:,1
"""became""",1
"""purchased""",1
heyday,1
"""shopper""",1
"""unavailable""",1
time/availability,1
"commences,",1
disruption'?,1
'service,1
recourse:,1
seriously??????,1
offsetting,1
(r400),1
review).,1
be).,1
result).,1
"""successful""",1
'shipped',1
delivery'.,1
pends,1
mpumalanga.,1
"apps,always",1
really!!!!!,1
"use,efficient",1
"password,considering",1
"andeon,",1
all!!!!!!,1
assitance,1
comes?,1
#',1
'packing,1
summer.,1
"spinner,",1
hazyview.,1
"how,",1
side.i,1
even?,1
tbaby,1
6you,1
aproval,1
beween,1
deducted/withheld,1
(money,1
🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,1
recorded.,1
lordy.,1
past4,1
unavailab,1
thieves!!!!,1
"chew,",1
"""matured""",1
beware!!!!,1
advocates,1
grams,1
reordered.,1
login...this,1
lopks,1
"exceeded"".",1
uou,1
lipton,1
"filled,",1
jacobs,1
natalie,1
phoned.,1
explanations.,1
tasting,1
"marketing""",1
❤️❤️🌹,1
checkers60...have,1
(perhaps,1
gt,1
"copy/design,",1
spunky,1
'we'll,1
sun?,1
smokers,1
stage.reading,1
valueless,1
"deplete,",1
sixty/60.,1
wi-fi.,1
(jan,1
at....,1
bussle,1
loveeeeee,1
ootion,1
end-user,1
neglect,1
wrong?????,1
packing).,1
(click,1
meats.,1
sub-menus,1
routinely,1
certifications,1
automatically?,1
anycase,1
latter,1
'processing',1
statuses:,1
disorganised.,1
"unlock,",1
banans,1
uour,1
parsley,1
uploaded/updated.,1
lorrainr,1
us!!,1
sauce),1
out...cannot,1
(broken,1
dootsteps,1
welcoming...but,1
escalated!,1
recomeded,1
unhappy🙁,1
day.....you,1
👍🏻easy,1
"innovative,",1
9:24,1
oclock,1
"woes,",1
"downs,",1
rand).,1
senseless,1
(sixteen,1
fatal.,1
"consideration,",1
"""crashes""",1
oclock....,1
"""issues""",1
"banking,",1
phone!!!,1
shorts,1
custermers,1
chéçkers,1
better',1
regardless?,1
ergonomics,1
adorable.,1
disapprove,1
03/07/21,1
gathers,1
phone!now!!!!,1
s/he,1
"haves""",1
25/06/21,1
2022/02/20,1
"dead,",1
3gb,1
"olen,",1
"technician,",1
17.99.,1
10-11,1
1.99,1
towns.,1
uats,1
availble,1
properly??,1
'select,1
misleading!,1
app...can't,1
disappointed.update:,1
ram.,1
bremridge,1
expire.....,1
liqueur,1
meddle,1
"housebound,",1
place?!,1
"charged),",1
(between,1
nooooooow,1
review-,1
(spar).,1
me......ridiculous,1
peppermintcrips,1
categoroes,1
"""temporary",1
others:,1
incifficiant,1
definitley,1
reclaiming,1
do...will,1
"order.wow,lovely",1
"""instructions"".",1
on',1
'working,1
customer.ironic,1
"so),",1
(13,1
"funds,bought",1
"hold""",1
seemlessly,1
aug:,1
19h00....shame,1
"(cvv),",1
'pressing,1
'press,1
view),1
productsto,1
'intermediate',1
zeros,1
eish!!,1
"protein,",1
membership....swak,1
"expiration""",1
"ciders,",1
attractions,1
harms,1
fever,1
crashing?,1
cabin,1
pinetown,1
developers....,1
competition...,1
"unpolished,",1
johns,1
"""substitute""",1
"order,that",1
"stench,",1
backspace,1
lifeline,1
following:,1
unfortunately!!!,1
liquid...sis,1
inflation.,1
dissapointted,1
fine).,1
:|,1
tight?,1
denise,1
notifications').,1
'all,1
complaint....,1
"for""",1
"""eish",1
"competitor,",1
retained,1
thime,1
(spoiler,1
reported!!!,1
rhite,1
houer,1
login..made,1
box?,1
them-,1
"vain,",1
bird's,1
useless).,1
equal).,1
solidly,1
then.....,1
"""isle""",1
ted.,1
disappoin,1
amendment.,1
"bikes,",1
somting,1
weekly/monthly,1
peak.,1
onter,1
wss,1
assigning,1
chose?,1
autoresponder.,1
really..rolls.,1
sept.,1
bread/baguette,1
typed.,1
"do.""",1
present).,1
godsent,1
20/04/2020,1
occassion.,1
large),1
theones,1
photo....it,1
dough,1
recon,1
"during,",1
smalls,1
silent.,1
vegetarian.,1
"""refund""",1
theoretically,1
siower,1
ongoingly.,1
prioritised,1
locates,1
kelloggs,1
"unimpressive,",1
mean.......,1
",rotten",1
reinstall).,1
lotus,1
forum.,1
amount;,1
outof,1
replacement),1
"hands-down,",1
nowhere...,1
cross-province,1
uber)?,1
style!,1
card/deals.,1
dismissing,1
'item,1
"tik,",1
ass.,1
appeverytime,1
unreal,1
..still,1
24659865,1
samoosas,1
"choosing,",1
12:19,1
honeytrap,1
fresh/soft,1
'something',1
u:,1
scale.,1
accomplishment,1
wasteful.,1
specials??,1
"dropped,",1
reason!!,1
substitutes!!!!!!!,1
fruatration.,1
(most,1
sba,1
meeds,1
cpd,1
haibo.,1
harness,1
thorn.,1
"opened,and",1
indolent,1
sorely,1
r85,1
beforehand!!,1
ninety90.,1
"this""",1
incompetent!!,1
incompetent&are,1
worse...definitely,1
'try,1
"""grocery""",1
see:,1
picknpay...one,1
mw,1
(6th,1
newton,1
cape?,1
park),1
130,1
stuff...terrible,1
clever.,1
...need,1
"late"".",1
hour/s,1
"""will",1
ordered/payed,1
"specials,there",1
only.....after,1
provided.....i,1
reserved&total,1
back&they,1
exsavings,1
careful!!,1
"""closest",1
"""call",1
packed?,1
"test,",1
"lumpy,these",1
kathy,1
***,1
faves,1
"checkers/developer,",1
"minute,",1
"father,",1
temperature,1
again',1
jillian,1
taste!,1
pre-authorizes,1
it...you,1
mrprice,1
someone?,1
groceires,1
credit-,1
"""product",1
downside.,1
1h,1
reproducible.,1
borked,1
atm.,1
category/channel,1
cart&no,1
faulty!,1
amateur,1
busiest.,1
hong,1
comon,1
17:00..,1
indoors.,1
then:,1
literally...,1
"queried,",1
retailer?,1
issue???,1
stray,1
key.,1
"appear,",1
icon),1
arrears.,1
happening??,1
investing,1
advertising...,1
injured,1
5y!,1
weldone.,1
reved,1
03/07/2022??,1
dvice,1
craving,1
newborn.,1
"newborn,",1
gatvol,1
code!!!,1
known.,1
(cross,1
wait..,1
variation.but,1
stock/price,1
quaiity,1
fallow,1
overlook,1
@%#en,1
assembly,1
advocados,1
flavour.,1
rotisirie,1
store!!!!!,1
"dinner),",1
100%shoppers,1
stack,1
over-all.,1
listing.,1
communication!,1
please.thanks.,1
waaaaaay,1
completly,1
blame!!!!,1
trichardt,1
scammers...,1
money?...,1
"driving,",1
slow),1
ads..,1
name.....,1
(meant,1
episode,1
cards.),1
isseu,1
"hints,",1
shampoo.,1
monyai,1
app)....i,1
found....are,1
advertisedon,1
avo,1
conditioner,1
investigated,1
"moms,",1
(10am),1
cacelled,1
(mouldy,1
6pack,1
discount/combo,1
'for,1
"crushed,",1
fuzzy.,1
tipped.,1
"goods"",",1
"""weighted",1
atteridgeville,1
math,1
specify!,1
idea....poor,1
contamination,1
expiration),1
2)another,1
"""none"".",1
automating,1
sell/use,1
"raw,driver",1
checkes,1
tirimisu,1
cond.,1
meat/cheese.,1
there'd,1
stews,1
app..am,1
presume,1
adress.im,1
"done""",1
available).,1
freelancers,1
"reception,",1
canceled!,1
breaks!!,1
strain,1
nola,1
dressing!,1
cheeses,1
"cheeses,",1
purposely,1
"woolies,hate",1
syrup!!!,1
lilly,1
refund.please,1
16:15,1
"quality,&",1
smartly,1
banking...,1
scouring,1
vpn?,1
aftercare.,1
resolved...which,1
"unnecessary,",1
believe),1
r71.99,1
live!??,1
r79.99,1
useless//,1
what'?,1
reorder.but,1
recheck,1
(edit:,1
delivered???,1
deposited.,1
overpaid,1
antigua,1
sixty60??,1
atleast).,1
jacket.,1
jackets.,1
2300,1
incorrect(got,1
"late,and",1
sponges,1
withdrawing,1
(unless,1
"ux/ui,",1
bolted.,1
wrinkles,1
2packs,1
loding,1
products.our,1
interactivity,1
overload.,1
withhold,1
.that,1
screenshots),1
r2.,1
10:57am,1
"appeal,",1
online!!!!!,1
function).,1
08:48am,1
decision-making,1
(nice,1
"meal,",1
"submitted,&",1
11am.,1
"service,&",1
"year,&",1
leeking,1
"do,&",1
issues.the,1
c6060,1
"(yogurt,",1
(various,1
"replies,",1
"times),",1
60),1
details...it,1
person!!!,1
him!!!,1
correctly..,1
2023-09,1
phones??).,1
(drivers,1
refunds..,1
315,1
🤷🏽‍♀️.,1
innovative.,1
cleverly,1
fragrant,1
note20,1
/forgets/discards,1
(house,1
loses/clears,1
self-isolating,1
complimentary??).,1
(aren't,1
profits.,1
coffees),1
"rugby,",1
frustrating.......,1
oss,1
"good,groceries",1
wellbeing,1
aload,1
product/s,1
"schlep,",1
basis.....no,1
takee,1
received),1
clogs,1
foods/cereals/nappies,1
infant,1
pirced,1
2d,1
"rates,",1
beers.,1
updated(,1
2-5+,1
frustrating!!..,1
"in-store""",1
14:25...expecting,1
stock'(,1
outgrown,1
(e.g,1
historical,1
order????,1
"""deleting""",1
undamaged!,1
temperatures,1
"cheese,etc)",1
72hz,1
code/,1
specials/promotions,1
needed:,1
"9am,i",1
back?????,1
"day,,app",1
partake,1
"brown,",1
day...what's,1
"""stale""",1
"capacity"".",1
rolls.bad,1
ratings;,1
"reached,",1
exisiting,1
qualms,1
survises,1
good.for,1
implemented:,1
weights,1
resources.,1
18.00,1
ordeal.,1
happy🤗😀well,1
update...it,1
"done,keep",1
work.products,1
huh???,1
reply....yes,1
milestones,1
marked.,1
guesthouse,1
"cares,",1
however;,1
unresponsed,1
"pg,",1
disipointed.,1
delived.,1
(60min),1
"o,clock",1
track?,1
2.5hrs,1
:15:00,1
"reviews,i",1
adked,1
(dash,1
dependence,1
ave????,1
(150hrs),1
set).,1
there),1
offer;,1
supose,1
😓😓😓i,1
"2/12/24,",1
laste,1
burlt,1
done'.,1
pre-authorisation/actual,1
avaiable...,1
shop??????no....this,1
unhygienic!!!,1
driver'.,1
bokana.,1
works.robbery,1
"""preauthorise""",1
scooters!!,1
forever?,1
autorized,1
"annoying,not",1
"""live""",1
italian,1
&/,1
"jukskei,",1
axed,1
season?).,1
"person,not",1
roads),1
tipes,1
"are""out",1
"replacement,products",1
"hard,my",1
"app,selecting",1
wrong.must,1
old..not,1
2u,1
renovations.,1
impres,1
also...,1
(recycling,1
carts.,1
queries...no,1
carbon,1
rq:,1
paging,1
"sign-up,",1
albeit,1
hindrance.,1
"fresh,drivers",1
"polite,products",1
scannable,1
receipts),1
manupulated,1
imagen,1
inconvenient!!!,1
"orkney,",1
....m,1
seadoone,1
callback,1
meat/poultry,1
items...why.,1
"kld,",1
15:02,1
string.,1
serge,1
help:,1
16:47,1
db.,1
menrioned,1
(yes!,1
replaced),1
decresed,1
10:24,1
"likes,",1
lol.....,1
monthy,1
service..giving,1
control/,1
silimar,1
useless(finally,1
semi-operational,1
(slime,1
12:18,1
"cups,",1
toggle.,1
bowls,1
rides.,1
"buckets,",1
"tape,",1
sided,1
orderer.,1
concider,1
2/8/24,1
3/7/24,1
4/5/24,1
huwawie,1
15:49,1
area?????,1
once-off,1
disablelithy,1
ops,1
"9:30,",1
12:16.,1
⭐⭐⭐⭐1/2,1
reckon,1
surburb,1
mnts.,1
"inspiration,",1
lifestyle!,1
2%.,1
jason,1
wowed!!!!,1
"13:00pm,",1
pay...again.,1
"pre-authorised,",1
modifying,1
@6:17,1
already!!!,1
food.delivered,1
"s23,",1
paper!!!!,1
sela,1
all....,1
itesms,1
"failures"".",1
hass-free.,1
18:00pm?,1
"tampered,",1
prioritizes,1
5:57,1
bulkier,1
repectively,1
u...,1
everything..,1
"starr,",1
features??????,1
6-star.,1
amazing.ordered,1
now.i've,1
4h30hours,1
5-,1
"guesthouse,",1
again.it,1
🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,1
12:32....it,1
shout.,1
fees?,1
(rotten,1
adhoc,1
condescending!,1
(meat),1
before!!,1
method??,1
"map,and",1
closegd,1
decision?,1
hand-me-down,1
unstable)!,1
(albeit,1
‐-----------------------------------------------------------,1
like???,1
"""deliver",1
12h54pm,1
lately??,1
above),1
11:32,1
purchass,1
21/09,1
hotspots,1
"hold"".",1
kuilsriver.,1
design?,1
culprit.,1
pleasy,1
4xmentos,1
"""current",1
janky,1
achievement.,1
ecommmerce,1
15mins.,1
facebook.,1
19/01/25,1
"""-hyper"".",1
14h06,1
naidoo,1
decontaminated.,1
"inside,",1
"covid-19,",1
customers...,1
misleading!!,1
stuffed!,1
"sample,",1
contacted?,1
....order,1
anything...it's,1
urine,1
outset.,1
arbitrary,1
hanging.....and,1
recepient.,1
"phone,as",1
open...bad,1
2022!!,1
25/07/2020.,1
"occurring,",1
information?,1
forfill,1
questions...no,1
crusty,1
(gets,1
"sentiments,",1
stretched.,1
r200.00,1
supeb!!,1
"worse,you",1
chiruvani,1
brokerage,1
done?!,1
later???,1
kindess,1
plastic.....,1
awesome👌well,1
smile...thank,1
🤩.,1
"""testers"",",1
highlighting,1
uselsss,1
batches,1
peeves.,1
possible.same,1
hanging.definately,1
ofline,1
online.when,1
ago.checkers,1
phon,1
"""1",1
navigating.,1
demure.,1
overwhelming.,1
after?,1
friendly...client,1
"star""",1
grendal,1
"yes,yes",1
worriedness,1
"hard-working,",1
diwali,1
uvwill,1
refund),1
communities,1
"device-related,",1
"unresponsiveness,",1
intermittent,1
time*,1
*every,1
r70.90,1
rdered,1
15/01/025,1
star...i,1
r7.9,1
80%.,1
time!!!you,1
",cook",1
"great,only",1
that..can,1
problem.it,1
quiches,1
time-slot,1
traps,1
ok....,1
changed..,1
nope....,1
"somewhat,",1
"uograde,",1
chercker60sixty,1
isomil3,1
smarter,1
defs,1
ineed,1
blatant,1
delivery.why,1
common.,1
2stores,1
food.you,1
anymore.....made,1
bottoms.,1
4.27,1
health.,1
collectables.,1
somehow).,1
sharon,1
tenuous.,1
sust,1
perfectly.incompetence,1
hooligans,1
gracery,1
deivery,1
uppdate,1
profecianal,1
reliever,1
profiled,1
"responsed,",1
month?,1
"mins"").",1
"(""try",1
.brilliant,1
"scrubbies,",1
appreciated..,1
pickn,1
(your,1
🙌👌🤙,1
rands!,1
argh,1
subscription.so,1
"happening,i",1
happen.while,1
disgusting.when,1
delliver,1
fruit&veg,1
"house,but",1
flip!,1
tonight!,1
terrible.i,1
horrendous!!,1
"impairments,",1
impaired.,1
himy,1
good🫶,1
"africa""",1
crashing!!!!,1
brill8ant,1
resubmitting,1
"heavy,",1
💔😮‍💨,1
food.i,1
"recommended!""",1
beds,1
"""excellent",1
worst....,1
checkers/,1
stars...the,1
"reporting,",1
minutes...2,1
complicated....it,1
fnb....please,1
"canceling,",1
location😒,1
unmute,1
precvious,1
ostrich,1
designation,1
inconvenience!!,1
"there),",1
devland,1
payment!!,1
items.hope,1
"this,this",1
comminsated,1
"delivered,we",1
blessing.i,1
transport.all,1
problem.....,1
basicshop.,1
"horrendous,",1
sure!!,1
contact!,1
youghert,1
bogglingly,1
dissatisfied!,1
bleach,1
sucks!!!!,1
off-smell...,1
hyperama.,1
"it🥺😩,",1
goodbye!,1
cartoonish.,1
"check-out,",1
"""largest",1
work😑,1
"""somethings",1
"edit,",1
dwlivery,1
simpliest,1
backwards!,1
apps/email,1
south.,1
google/other,1
offials,1
onset.,1
overheats,1
content',1
'could,1
servuce,1
alwats,1
excetional,1
rediculous!!,1
range.edit,1
maltby,1
tumblers,1
choose-a-timeslot,1
sandton.,1
licorice,1
druver,1
calibre,1
"switchover,",1
back🙏🏻,1
"appealing,",1
manageress,1
cherubs,1
laxatives!,1
grendal.,1
lameeze,1
"sides,",1
over-stuffing,1
"eskom,",1
"""making",1
bikers,1
object!!,1
"backups,",1
app...drivers,1
hours.....,1
"""clean",1
smaller),1
boundaries,1
"simple"".",1
count....waist,1
"regulars,",1
roll-ons.,1
"effortless""",1
unsubscribe....,1
in....so,1
unsubscribe.,1
"manner,",1
"responded,",1
shake.,1
"balls,",1
"queensburgh,",1
mageu,1
engineers.,1
born.,1
expired...,1
guests.,1
engin,1
on.fix,1
service-orientated,1
hyper.....not,1
now....they,1
r129.00,1
tiered,1
livelihood!,1
lazier,1
"crushes,",1
dysnf,1
"all-round,",1
chesterville,1
did),1
"france,",1
60.60,1
chef.,1
benoni?,1
thereof,1
"rolling,",1
sis.,1
ofthe,1
others).,1
miff,1
"(rate&tip,",1
swart.,1
froze.,1
c60.,1
r100+,1
hellos,1
edible,1
vouchers/gift,1
products.....,1
alfonso,1
to2,1
for.....second,1
colada,1
pina,1
nitemare,1
malibu,1
professional!!,1
agn,1
upgrades.,1
stealing.,1
from??,1
crashing😡,1
ascertain,1
grrrrrrrr!!!!!!!!!,1
cards??,1
wind,1
groceries!!,1
"dip,",1
hurricane,1
"cucumbers,",1
ranged'.,1
overs.,1
product.....,1
"each,",1
end..i,1
horrendous🤦🏾‍♀️.,1
larger.,1
kak!!!!,1
going.fast,1
r2.99,1
out.we,1
translate,1
..efficient,1
y-amount.,1
x-amount,1
app.......,1
.convenient,1
option....nothing,1
parents.,1
delivery.🫤,1
hyper),1
r300.00.,1
j7,1
ene,1
documents,1
diarrhoea,1
engineers/consultants!,1
relentless,1
entity..is,1
coil,1
"order,keep",1
error......this,1
again...now,1
onions).,1
attitudes.,1
uselis.and,1
belong.,1
tampering,1
"""update""i",1
"fine,before",1
likes/appreciates,1
***and,1
dec),1
omg.,1
ind,1
contraints,1
(since,1
gracious,1
stale!just,1
"""reached",1
"""dashing""",1
"""helpline/suport",1
low!?,1
2for,1
"us....picknpay,",1
guese,1
😍🤩,1
contemplating,1
"pic,",1
serial,1
oh...,1
2b,1
#$%^&*(,1
👍👍👍👍👍🙏,1
honest:,1
sa).,1
4:30.,1
r2k,1
"avalaible,",1
broken??,1
friendly-poor,1
bizzare,1
share@,1
"cto,",1
little/not,1
appand,1
"request"".",1
app/service..i,1
desk....still,1
lapses,1
"""canceled""",1
out(,1
appas,1
bell's.,1
"16h18,",1
displeased😔,1
"days,very",1
selects.,1
unnroad,1
update-checkers,1
variations,1
"carering,",1
(60-60),1
60-60.,1
lateat,1
reculous,1
miniature,1
"marriage,",1
fm,1
stoney,1
anymore....this,1
"bananas,and",1
poefff,1
delet,1
lag's,1
patetic.,1
2.59,1
slag,1
impossible—it,1
"disapointing,",1
lawrence,1
"avaliable,",1
available....i'm,1
..also,1
everthing.,1
"""flash""",1
k#k,1
products!!!!,1
loaves.,1
rye/spelt,1
word!,1
complacency.,1
proclaimed,1
wasteof,1
"lousy,",1
suffcient.,1
superceded,1
✓✓✓✓✓✓✓✓✓✓,1
"18:09,",1
bag🤢🤮,1
dripped,1
10???,1
well-known,1
"18:30,",1
"items,some",1
"so,but",1
pickers☹️.,1
is.you,1
better.this,1
disappointment.the,1
"bah,",1
17:45.,1
"outset,",1
lunch....,1
pensioners...this,1
sixty/60!,1
smile....,1
disappointments!,1
day......now,1
evenings,1
categorise,1
"11/11,",1
rebuffering,1
😠😡😠😡😠,1
midrand.,1
seconds!!!!,1
deteriorating...,1
"mangos,",1
"me,raising",1
...✨️✨️✨️,1
"me,who",1
only),1
"stolen,",1
approach).,1
"vechile,",1
portshepstone,1
14h35,1
(sp),1
umbogentweni,1
p.,1
assist!,1
available.has,1
aking,1
r32,1
116.00,1
pricing.....i,1
dribers,1
",besides",1
delivered????.,1
(fast)?,1
forgave,1
refund??????,1
apples???,1
risk!!,1
stands!,1
"annoyingly,",1
times.he,1
luck...,1
cantre,1
"found,i",1
corkwood,1
whatsapp???,1
unreliable.i,1
alternative....mxm,1
"me,no,2nd",1
ranges...,1
ordering....no,1
product...no,1
screams,1
'groceries',1
9july,1
owner....,1
sixty60/hyper,1
modern.,1
disappearing.,1
town.and,1
dtiver.,1
lotion.,1
update...make,1
down'rs,1
f#$%^&d,1
❤🙌,1
do...i,1
poor-,1
nonsense...there,1
cvv?,1
😕👎,1
"online"".",1
sachet,1
..as,1
sixty60???,1
suprise.,1
mormal,1
earth?,1
5323928.,1
pieman's,1
"packers,",1
cybercrime?,1
varietys,1
frustrating!😣😣😣,1
whale,1
margaret,1
cele,1
6p/60,1
boggles,1
kyy830mp,1
computerology,1
alone!!!!!!😡😡,1
15mins!,1
"footage,",1
damanding,1
consultant!,1
minutes???,1
horrific..,1
heuwelsig,1
fee),1
aligning,1
nice),1
(validation,1
zero?????,1
occassionally.,1
changethe,1
central?,1
n't,1
resolved...thank,1
app...she,1
"0861....""",1
"assist...,",1
on),1
money.it,1
r20!!,1
"initials,",1
reachable.,1
"features""",1
tjey,1
14h50,1
date).,1
namaluwo,1
"insufferable,",1
useless...never,1
contaminated,1
fsca,1
"ec,el",1
hires,1
dammit.,1
wiping,1
working!!!!,1
checkers.mr,1
